"sampleID","ssgsea_CES1_signature","ssgsea_group_3levels","ssgsea_group_binary","quantile_25th","quantile_50th","quantile_75th"
"TCGA-AD-6901-01",1.08650863393966,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AD-6963-01",-1.15839604810036,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AD-6964-01",0.000681584078679656,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AD-6965-01",0.663787046427816,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AD-A5EJ-01",-0.858187726224887,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AD-A5EK-01",-1.36594636261099,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AM-5820-01",0.220861967450373,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AM-5821-01",-0.989831261284797,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AU-3779-01",0.237326650253322,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AU-6004-01",-0.433952012949336,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-5543-01",-1.44251000101951,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-6197-01",-0.963847071591779,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-6386-01",-0.848243541001245,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-A54L-01",-0.659047711041094,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-A69D-01",-0.0943500527947305,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-A71X-01",-1.20355168941905,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AY-A8YK-01",-0.229086127938993,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4313-01",-2.73838019637413,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4315-01",-1.11329256363306,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4323-01",1.72545372111842,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4614-01",-0.729789514633046,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4615-01",-0.292639621760595,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4616-01",-0.531505761296561,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4682-01",-1.32492393318426,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-4684-01",-0.694213870842249,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-5403-01",0.340660955803543,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-5407-01",-0.823754384923205,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6598-01",-0.689445344223578,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6599-01",-1.17654498953611,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6600-01",0.043014869578352,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6601-01",0.411609650739652,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6603-01",1.57394956578816,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6605-01",1.43452895441282,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6606-01",-0.867213262482795,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6607-01",0.701380224395836,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-AZ-6608-01",-1.5366559340276,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-5254-01",0.285566696477716,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-5255-01",-0.845641750199835,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-5256-01",-0.423443195139778,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-5797-01",0.351183410978188,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-6715-01",1.22457199805811,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-6716-01",-0.541128449687596,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-6718-01",0.453888553111963,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CA-6719-01",1.12422393513612,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-4947-01",0.344313606279249,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-4948-01",0.903385737027732,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-5912-01",1.77066603171897,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-5913-01",-0.205460379111075,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-5914-01",1.48510552460157,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-5915-01",1.58608053214979,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-5916-01",0.379371358108628,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-6746-01",-1.62257682542047,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CK-6747-01",-0.480724351227611,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-4743-01",-2.51290857846616,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-4744-01",-1.46548037545604,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-4747-01",-0.407874961897467,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-4751-01",0.876678633212317,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5344-01",0.440665310189821,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5348-01",0.588116559077607,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5349-01",0.101666240786868,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5860-01",-0.359801810919618,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5861-01",-0.849796912780375,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5862-01",-0.482405148471599,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5864-01",-1.0722947390575,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-5868-01",0.386107361806532,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6161-01",1.18027472143106,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6163-01",0.145451983894248,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6164-01",1.53219278472203,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6165-01",0.414822429239097,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6166-01",0.97748912114682,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6167-01",2.30812295116288,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6168-01",0.971589192030347,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6169-01",0.231442780546988,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6170-01",1.18377426171951,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6171-01",-0.122363967679129,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6172-01",0.0164294040536918,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6674-01",-0.118722264380461,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6675-01",-0.154898671271941,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6676-01",1.45003244906013,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6677-01",0.0544319895105917,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6678-01",-0.949721498844811,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6679-01",1.11325424730818,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-CM-6680-01",0.44584983652325,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-5537-01",-0.112373423900706,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-5538-01",0.430271661795277,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-5540-01",-0.376251458598498,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-5541-01",0.949410723094569,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6529-01",0.125646446715343,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6530-01",-0.827907836973251,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6531-01",0.526366929620443,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6532-01",1.67989978936837,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6533-01",-0.374028278043595,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6535-01",-0.108022539513827,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6536-01",-1.05088773710697,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6537-01",-1.15476646040323,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6538-01",-0.612873991537411,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6539-01",0.410426082375709,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6541-01",0.500392289510197,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6898-01",1.53261007387601,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6920-01",0.723409720199422,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6922-01",1.09868387208104,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6923-01",0.927722285345533,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6924-01",1.70270609348818,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6926-01",0.214554227824466,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6927-01",0.0526089258521818,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6929-01",0.790769780194102,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6931-01",0.68751249485666,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-D5-6932-01",-0.261910217909068,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A0X9-01",-0.977331315098063,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A0XD-01",-1.07255307156057,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1D0-01",0.19448974334385,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1D4-01",-1.76352597227991,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1D8-01",-0.891964612102595,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1D9-01",-0.675227700362221,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1DA-01",-1.767887628321,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1DB-01",-0.538258083925361,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A1HA-01",-1.86565656669452,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A282-01",-0.668632872705162,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28A-01",0.241909945035634,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28C-01",-1.39825744548308,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28E-01",-1.36319995541661,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28F-01",-0.269575711237789,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28G-01",-0.103193157407378,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28H-01",-0.633499750838323,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-DM-A28M-01",-3.17841567928941,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6459-01",1.98787087125215,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6460-01",2.27816065688498,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6461-01",0.366302281239945,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6569-01",0.696586982732426,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6570-01",0.000840733473218869,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6703-01",1.1665652178326,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6805-01",1.22762257343171,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6806-01",0.196023391669375,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6807-01",0.736622386415074,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6808-01",1.12620116278959,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6809-01",1.44770928014994,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6854-01",1.2128892973715,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-F4-6855-01",0.380972352182823,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6293-01",0.603601089381636,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6294-01",-0.606653683756427,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6295-01",1.25595220687889,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6297-01",0.452915460849578,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6298-01",-0.848474321440707,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6299-01",0.463906524460878,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6303-01",0.50274155103562,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6304-01",-0.830471347340418,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6306-01",-1.09122548509998,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6307-01",-1.28646051324272,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6309-01",-0.339022087801311,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6310-01",1.39589149475104,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6311-01",0.18441271369203,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6314-01",2.2003095733734,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6315-01",-0.24868050874549,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6317-01",0.956899412217858,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6320-01",-0.404360856845061,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6321-01",-0.132918696494531,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6586-01",-1.39830207267257,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6588-01",-0.293895230653037,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6625-01",0.427849100335982,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6626-01",0.350532115665338,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6627-01",1.15729157579361,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-G4-6628-01",0.143680606267926,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A50T-01",-0.922441216220103,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A50V-01",-0.482845681998363,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A5IV-01",0.0575474658334043,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A6GA-01",0.324709656321587,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A6GB-01",-2.55437559220471,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A8F7-01",1.71808541395741,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-NH-A8F8-01",1.56459734742206,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-QG-A5YV-01",-0.850704848167565,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-QG-A5YX-01",-0.561948746792076,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-QG-A5Z1-01",0.108660531604814,"Medium","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-QG-A5Z2-01",-0.537361622084473,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-QL-A97D-01",-0.454318664617376,"Medium","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-RU-A8FL-01",-1.73013406784075,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-SS-A7HO-01",2.0081251925899,"High","High",-0.694213870842249,0.043014869578352,0.696586982732426
"TCGA-T9-A92H-01",-1.17712893648553,"Low","Low",-0.694213870842249,0.043014869578352,0.696586982732426
